ImageId,EncodedPixels
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,283341 10 283852 14 284363 20 284875 23 285387 23 285899 25 286411 28 286926 26 287438 26 287952 27 288465 30 288978 31 289490 31 290003 33 290515 34 291027 34 291539 34 292051 35 292564 35 293077 34 293589 34 294101 35 294613 35 295126 34 295638 34 296149 35 296661 35 297171 37 297683 37 298194 37 298705 37 299216 8 299225 1 299227 1 299229 23 299728 8 299737 1 299739 1 299741 23 300240 6 300259 13 300753 3 300772 10 301265 1 301285 7 301777 1 301797 7 302311 1
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,188678 6 189190 9 189702 9 190213 11 190726 12 191239 12 191751 12 192266 9 192779 8 193292 8 193804 8 194316 8 194828 8 195341 7 195853 7 196365 7 196878 6 197391 5 197903 5 198415 5 198927 5 199439 5 199951 5 200463 5 200975 6 201488 6 202001 6 202513 6 203027 1 203029 2 203541 3 204055 1 204567 1
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,277777 8 278283 1 278287 12 278795 1 278799 12 279306 2 279310 14 279816 19 280326 21 280838 21 281350 2 281354 3 281358 2 281361 7 281866 2 281870 2 281874 2
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,342809 6 343321 6 343830 11 344340 15 344851 16 345363 16 345873 18 346385 19 346897 19 347409 19 347926 1 347928 11
f5effed21f671bbf4551ecebb7fe95f3be1cf09c16a60afe64d2f0b95be9d1eb,231723 2 232235 3 232746 5 233258 5 233770 4 234282 4 234794 5 235306 5 235819 1 235821 2 236333 3 236845 4 237357 4 237870 4 238382 6 238895 5 239407 5 239920 5 240431 7 240945 6 241457 6 241969 6 242481 6 242993 6 243505 7 244017 7 244529 7 245041 7 245553 7 246065 7 246578 6 247089 7 247603 5 248115 5 248627 6 249139 8 249651 8 250163 8 250675 8 251187 8 251698 10 252210 10 252722 9 253234 10 253746 10 254258 10 254770 9 255282 9 255795 8 256307 8 256819 7 257330 8 257841 9 258353 9 258864 10 259375 1 259377 10 259888 11 260400 11 260912 11 261424 11 261935 12 262447 12 262958 13 263470 13 263981 13 264493 13 265006 12 265518 11 266029 12 266541 12 267053 11 267563 1 267565 11 268075 12 268587 12 269099 12 269611 12 270123 12 270635 12 271147 12 271661 9 272173 8 272685 8 273197 7 273710 6 274221 6 274733 6 275246 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,3905 4 4163 8 4422 9 4682 10 4941 12 5201 13 5461 13 5721 14 5981 14 6241 15 6501 15 6762 15 7021 16 7281 16 7306 3 7542 15 7563 7 7802 17 7822 9 8063 28 8323 29 8584 28 8844 28 9106 26 9368 24 9633 18 9892 19 10152 19 10412 19 10670 21 10930 20 11188 21 11446 23 11705 22 11965 21 12223 21 12483 19 12743 15 13002 15 13263 12 13524 1 13526 3 13530 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,18722 2 18982 7 19241 9 19501 11 19761 11 20021 12 20281 12 20541 12 20801 12 21061 11 21321 10 21581 9 21841 8 22101 5 22362 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,27042 2 27301 4 27561 5 27821 5 28081 6 28341 6 28601 7 28861 7 29121 7 29381 7 29641 8 29901 8 30161 8 30421 8 30681 7 30941 7 31201 6 31461 6 31721 6 31981 6 32241 5 32501 4 32762 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,51750 5 52010 6 52269 9 52528 11 52787 13 53047 14 53307 18 53567 20 53607 1 53826 23 53862 9 54086 24 54121 11 54346 27 54379 13 54606 29 54638 13 54866 45 55126 44 55386 43 55646 42 55906 41 56166 40 56426 39 56687 35 56947 33 57207 30 57467 28 57727 27 57986 29 58246 30 58505 32 58763 36 59022 37 59281 39 59541 40 59801 40 60061 40 60321 13 60339 22 60581 12 60600 22 60841 8 60861 20 61101 8 61121 20 61361 6 61382 19 61621 4 61643 16 61881 4 61905 14 62142 1 62168 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,63702 7 63962 7 64221 10 64481 10 64741 11 65001 11 65261 11 65521 12 65781 11 66041 11 66301 10 66561 10 66822 8 67083 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,78003 1 78262 6 78521 9 78781 9 79041 11 79301 12 79561 13 79821 13 80081 13 80341 13 80601 12 80861 12 81121 12 81134 1 81136 5 81382 9 81392 11 81404 3 81643 1 81651 18 81684 1 81910 19 81940 8 82170 20 82198 11 82430 20 82456 13 82689 21 82714 17 82949 21 82972 20 83208 44 83469 44 83729 17 83747 26 83989 16 84006 27 84249 15 84266 27 84510 13 84525 28 84770 12 84785 28 85032 7 85045 28 85294 1 85296 1 85305 28 85565 9 85577 16 85825 7 85838 15 86099 13 86359 13 86619 12 86879 12 87139 11 87400 9 87661 7 87922 6 88183 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,22638 3 22897 6 23155 8 23415 8 23674 10 23934 9 24194 9 24454 9 24713 10 24973 10 25232 11 25492 11 25752 11 26011 12 26272 11 26532 10 26793 9 27056 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,39034 6 39291 10 39550 12 39808 14 40068 14 40327 15 40586 15 40845 16 41105 14 41364 15 41624 14 41883 14 42143 14 42402 15 42662 15 42921 16 43181 16 43441 17 43702 16 43963 16 44223 16 44488 12 44749 12 45010 12 45270 13 45531 12 45792 12 46053 12 46313 12 46574 11 46834 11 47095 9 47356 8 47617 6 47877 4 48138 3 48396 6 48653 10 48910 19 49169 21 49429 22 49688 23 49948 23 50208 23 50468 23 50729 22 50990 21 51251 19 51513 16 51775 13 52037 10 52302 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,72056 2 72314 5 72571 9 72830 11 73089 12 73349 11 73608 12 73867 12 74126 12 74386 11 74645 10 74904 10 75164 9 75423 9 75683 8 75943 8 76203 8 76463 8 76723 7 76982 8 77243 7 77503 6 77764 5 78024 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,21100 8 21360 11 21619 16 21879 17 22138 19 22398 19 22658 19 22918 17 23178 16 23438 14 23699 11 23960 9 24222 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,34384 3 34641 8 34896 14 35155 15 35413 17 35672 17 35930 19 36189 19 36447 20 36707 18 36967 15 37227 12
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,42961 2 43218 7 43474 12 43734 13 43993 15 44252 16 44511 17 44770 18 45029 19 45289 18 45548 18 45808 17 46068 16 46329 13 46590 10 46852 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,65332 4 65590 7 65847 10 66107 10 66365 12 66624 12 66882 14 67141 14 67400 13 67658 14 67917 14 68176 14 68435 13 68694 13 68954 12 69214 11 69474 9 69734 8 69994 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,14391 1 14393 2 14648 9 14906 12 15165 14 15424 15 15683 16 15943 17 16203 18 16223 5 16463 27 16726 26 16987 25 17250 22 17510 23 17771 21 18032 20 18292 19 18551 20 18811 19 19070 20 19330 19 19590 19 19850 18 20095 7 20109 18 20354 9 20369 18 20613 33 20873 32 21132 30 21392 27 21652 26 21911 27 22170 28 22429 28 22687 31 22946 32 23204 34 23463 35 23722 36 23981 36 24241 35 24500 34 24760 32 25020 28 25280 28 25540 26 25800 24 26061 11 26077 3 26081 1 26322 8 26584 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,55455 5 55713 8 55970 12 55991 1 55993 5 56229 14 56249 13 56487 16 56508 14 56746 17 56766 17 57005 18 57026 17 57265 17 57283 21 57524 18 57543 20 57784 39 58044 39 58304 38 58564 37 58825 35 59086 34 59347 32 59612 28 59872 20 59893 8 60131 21 60153 9 60392 16 60414 8 60652 12 60674 9 60912 10 60934 10 61172 9 61194 10 61431 9 61454 10 61689 9 61714 11 61948 9 61974 11 62207 9 62233 13 62467 9 62491 15 62726 10 62748 18 62986 10 63007 19 63246 10 63266 19 63506 9 63526 18 63767 8 63786 18 64027 7 64046 16 64291 1 64306 15 64567 9 64828 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,15672 2 15932 2 16192 2 16451 3 16710 6 16970 6 17229 7 17489 6 17749 5 18009 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,1897 2 2154 7 2169 8 2413 10 2427 13 2672 11 2685 16 2931 30 3191 31 3450 32 3710 32 3970 30 4230 30 4491 27 4752 25 5015 5 5024 11
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,76791 5 77049 8 77307 11 77566 13 77825 13 78085 13 78345 13 78605 12 78864 13 79125 12 79385 11 79646 10 79907 8 80169 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,5821 9 6077 15 6336 17 6595 19 6855 20 7114 22 7373 23 7633 24 7891 26 8149 27 8408 28 8667 29 8927 28 9187 9 9203 11 9447 7 9465 1 9467 6 9706 7 9967 6 10227 5 10487 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,41957 7 42215 10 42474 11 42733 12 42992 13 43251 14 43511 14 43770 15 44030 14 44289 16 44549 15 44809 15 45069 14 45328 15 45589 13 45848 13 46108 12 46368 12 46629 9 46890 6 47150 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,27927 1 27929 1 28183 10 28441 13 28699 17 28958 18 29217 19 29476 20 29736 20 29996 20 30256 21 30516 22 30777 22 31036 23 31296 23 31556 23 31815 23 32075 23 32335 22 32595 21 32855 19 33116 16 33377 15 33639 10 33903 1 33905 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,49777 1 49779 1 49781 1 50034 12 50293 15 50553 17 50812 19 51071 22 51331 22 51591 22 51851 22 52111 22 52371 22 52632 20 52892 19 53152 18 53412 16 53672 16 53932 15 54192 14 54452 14 54712 13 54972 13 55232 12 55492 12 55753 10 56013 10 56275 7 56536 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,33663 9 33921 12 34180 14 34439 15 34698 17 34957 18 35216 19 35476 19 35735 19 35995 19 36255 19 36514 19 36774 19 37034 18 37294 17 37554 16 37814 14 38074 13 38335 11 38596 8 38859 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,59447 7 59706 9 59964 12 60218 1 60220 17 60474 24 60733 25 60992 27 61251 28 61510 29 61768 31 61800 1 61804 1 62028 39 62287 42 62547 45 62806 46 63066 47 63327 17 63347 27 63587 16 63608 27 63850 11 63868 27 64111 1 64113 7 64128 27 64374 5 64380 1 64389 26 64636 5 64649 26 64896 5 64909 26 65156 5 65170 25 65415 6 65430 24 65672 9 65692 2 65696 16 65930 11 65956 7 65965 5 66189 13 66216 7 66449 13 66476 7 66708 14 66735 7 66968 14 66995 7 67228 14 67254 7 67488 13 67514 5 67748 11 67774 4 68008 5 68034 5 68267 5 68294 4 68526 7 68552 6 68783 12 68798 1 68800 3 68804 1 68810 13 69027 1 69043 13 69057 8 69070 14 69284 9 69302 43 69543 11 69561 44 69802 12 69821 44 70061 14 70080 45 70321 14 70339 46 70581 14 70599 45 70841 15 70858 44 71101 15 71117 41 71361 54 71622 31 71654 18 71883 31 71915 15 72151 22 72176 13 72411 23 72436 11 72671 32 72704 1 72931 28 73191 27 73451 28 73711 28 73971 28 74232 27 74492 27 74753 26 75014 26 75275 1 75277 23 75540 21 75800 25 76061 26 76322 26 76582 27 76843 26 77104 25 77364 25 77625 24 77885 24 78145 25 78405 24 78666 23 78926 23 79188 21 79451 17 79714 13 79968 1 79972 1 79974 11 80226 9 80486 10 80746 11 81006 11 81266 12 81526 12 81786 12 82046 12 82308 9 82570 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,84392 4 84649 8 84908 9 84928 6 85165 13 85186 9 85424 14 85445 10 85682 16 85704 12 85942 16 85964 13 86190 4 86200 18 86223 14 86448 9 86458 19 86482 15 86707 30 86741 16 86967 29 87001 16 87226 29 87260 17 87486 28 87520 17 87746 27 87780 16 88005 27 88040 16 88266 25 88300 15 88526 24 88552 6 88559 15 88786 24 88811 22 89046 56 89306 43 89350 15 89565 42 89610 16 89824 41 89870 17 90085 40 90131 15
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,14692 6 14950 10 15208 13 15467 14 15726 16 15986 17 16245 19 16505 20 16765 21 17025 21 17286 21 17546 20 17807 19 18068 17 18329 14 18589 12 18850 8
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,38613 6 38871 9 39130 11 39389 12 39648 14 39908 14 40168 14 40427 15 40687 14 40948 13 41208 13 41470 10 41731 7 41994 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,78909 5 79168 7 79429 6 79689 5 79949 4 80209 3 80469 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,53720 1 53976 8 54235 10 54478 7 54492 13 54736 10 54751 15 54995 31 55254 33 55514 32 55774 32 56033 33 56293 33 56552 33 56812 33 57072 33 57332 33 57592 32 57852 31 58111 32 58371 13 58389 13 58631 12 58650 11 58891 10 58912 6 59151 9 59412 9 59675 6 59935 7 60195 8 60454 8 60714 9 60974 9 61234 8 61494 8 61754 8 62015 6 62276 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,63317 5 63576 7 63834 10 64093 11 64353 12 64613 12 64873 12 65132 13 65392 13 65652 13 65912 13 66172 13 66432 12 66693 10 66953 9 67215 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,46941 6 47200 6 47458 11 47718 11 47978 11 48237 12 48497 12 48757 12 49017 12 49278 10 49539 8 49802 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,32152 1 32412 4 32669 9 32916 1 32928 11 33171 12 33184 1 33187 12 33210 3 33430 29 33468 8 33688 32 33725 12 33948 32 33984 13 34207 34 34243 15 34467 34 34503 14 34727 51 34986 35 35022 15 35246 50 35506 35 35542 14 35767 34 35803 13 36027 34 36063 13 36287 34 36323 12 36548 32 36584 11 36809 30 36845 8 37068 31 37108 4 37327 31 37584 33 37844 33 38103 24 38130 1 38363 24 38623 24 38883 23 39144 22 39404 22 39665 20 39686 1 39688 1 39690 1 39692 1 39694 1 39926 19 39946 1 39948 7 39956 1 40187 31 40448 11 40460 21 40712 3 40720 21 40980 23 41239 24 41499 25 41759 24 42018 25 42044 1 42278 26 42538 25 42798 24 43059 22 43320 21 43583 15 43854 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,15772 3 16030 5 16290 7 16549 10 16809 10 17069 10 17329 11 17588 13 17848 13 18109 12 18368 13 18629 12 18889 12 19149 12 19408 13 19668 12 19928 12 20186 13 20442 17 20701 16 20960 15 21220 11 21480 11 21740 10 22000 9 22260 9 22516 13 22774 15 23032 19 23292 19 23551 21 23810 22 24070 22 24329 22 24589 22 24849 21 25108 23 25368 24 25628 25 25888 25 26148 26 26408 27 26669 26 26929 26 27190 25 27450 25 27711 24 27972 7 27984 11 28245 10 28506 8 28769 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,45404 7 45662 9 45920 11 46180 13 46439 14 46698 15 46957 16 47217 17 47476 17 47736 17 47995 17 48254 18 48515 15 48775 14 49035 14 49295 13 49556 9 49818 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,50352 7 50611 11 50871 11 51130 13 51390 13 51650 13 51909 14 52169 15 52429 14 52689 14 52949 13 53209 13 53469 12 53730 9
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,10059 6 10316 13 10575 16 10833 20 11092 21 11352 21 11612 21 11872 22 12132 21 12392 21 12652 21 12913 20 13174 19 13434 19 13696 17 13958 15 14219 14 14479 14 14740 13 15001 10 15262 8 15524 1 15526 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,76620 1 76878 7 77137 9 77396 11 77656 11 77916 11 78175 12 78435 12 78695 12 78955 13 79215 13 79476 12 79736 12 79996 12 80256 12 80517 10 80778 10 81038 13 81300 15 81561 16 81823 15 82083 16 82343 16 82602 18 82862 18 83122 19 83382 19 83642 19 83902 19 84164 17 84424 17 84686 15 84947 13 85209 10 85470 8 85733 3
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,43350 5 43356 2 43608 10 43867 13 44127 13 44147 4 44386 15 44406 6 44645 16 44664 10 44905 17 44923 11 45164 17 45182 13 45423 33 45683 35 45942 38 46201 41 46461 40 46721 41 46981 41 47240 41 47500 42 47760 41 48021 38 48281 37 48542 35 48803 34 49064 32 49324 32 49585 10 49596 19 49846 7 49857 17 50107 5 50117 15 50368 1 50377 15 50639 11 50903 1 50905 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,27230 5 27488 9 27746 11 28006 13 28265 14 28524 16 28784 17 29043 18 29303 18 29562 19 29822 19 30082 18 30342 18 30602 17 30863 14 31130 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,62349 6 62609 7 62868 9 63127 11 63141 1 63386 17 63646 18 63907 18 64167 19 64428 18 64689 18 64952 15 65212 16 65472 16 65730 18 65988 20 66247 21 66279 1 66506 22 66536 5 66763 25 66795 8 67022 25 67053 10 67272 6 67281 27 67311 13 67531 36 67570 14 67790 37 67829 15 68050 54 68309 18 68331 15 68347 16 68569 17 68592 31 68829 12 68853 10 68865 17 69090 10 69114 9 69125 17 69351 9 69385 16 69612 7 69645 15 69874 4 69905 14 70164 15 70424 14 70683 15 70939 19 71196 21 71455 21 71715 21 71977 19 72239 15 72504 9
